Date,Product,Region,Store Location,Initial Inventory,Restocks,Sales Impact,Current Inventory
2/11/2024,Espresso,North,Store C,343,106,56,283
2/11/2024,Cappuccino,North,Store A,404,62,196,365
2/11/2024,Mocha,West,Store A,320,198,125,376
2/11/2024,Latte,West,Store B,373,70,118,145
2/11/2024,Mocha,East,Store D,376,177,83,354
2/11/2024,Espresso,North,Store C,479,77,142,105
2/11/2024,Latte,North,Store B,474,133,218,173
2/11/2024,Mocha,West,Store C,399,133,130,141
2/11/2024,Cappuccino,North,Store A,518,69,81,115
2/11/2024,Espresso,South,Store D,454,130,212,379
2/12/2024,Mocha,South,Store C,509,142,75,230
2/12/2024,Espresso,South,Store A,597,164,202,340
2/12/2024,Mocha,East,Store D,414,104,124,310
2/12/2024,Latte,East,Store C,567,76,121,177
2/12/2024,Latte,West,Store C,455,143,134,179
2/12/2024,Mocha,South,Store A,447,111,205,263
2/12/2024,Mocha,West,Store B,581,12,97,260
2/12/2024,Espresso,East,Store C,395,26,172,381
2/12/2024,Mocha,East,Store B,510,188,186,190
2/12/2024,Mocha,East,Store A,455,24,88,154
2/12/2024,Cappuccino,West,Store A,419,121,136,349
2/12/2024,Cappuccino,North,Store C,373,103,122,296
2/12/2024,Cappuccino,North,Store A,410,103,217,295
2/12/2024,Cappuccino,South,Store D,434,69,236,327
2/12/2024,Espresso,South,Store D,395,57,188,312
2/12/2024,Latte,East,Store C,394,77,184,370
2/12/2024,Espresso,West,Store D,412,141,61,209
2/12/2024,Cappuccino,North,Store D,307,199,202,316
2/12/2024,Latte,West,Store C,314,146,56,356
2/12/2024,Cappuccino,East,Store D,513,115,189,234
2/12/2024,Cappuccino,East,Store C,324,194,66,244
2/12/2024,Mocha,East,Store C,419,141,159,155
2/12/2024,Espresso,West,Store C,497,107,62,278
2/12/2024,Latte,East,Store D,490,3,182,334
2/13/2024,Cappuccino,East,Store C,577,144,232,160
2/13/2024,Latte,North,Store B,575,186,117,146
2/13/2024,Mocha,South,Store B,424,96,203,203
2/13/2024,Latte,West,Store D,374,119,201,262
2/13/2024,Cappuccino,North,Store B,306,12,129,138
2/13/2024,Mocha,South,Store A,426,146,96,393
2/13/2024,Mocha,North,Store A,359,100,222,316
2/13/2024,Cappuccino,West,Store A,472,91,83,364
2/13/2024,Espresso,East,Store B,582,81,226,357
2/13/2024,Espresso,East,Store B,305,185,103,108
2/13/2024,Cappuccino,West,Store A,322,183,126,383
2/13/2024,Mocha,South,Store A,443,153,189,307
2/13/2024,Mocha,West,Store B,301,142,153,337
2/13/2024,Espresso,North,Store D,580,126,55,297
2/13/2024,Cappuccino,South,Store B,386,165,236,360
2/13/2024,Mocha,North,Store B,493,90,245,132
2/13/2024,Cappuccino,East,Store D,481,152,80,257
2/13/2024,Mocha,South,Store B,356,51,143,132
2/13/2024,Mocha,South,Store B,311,56,69,227
2/13/2024,Espresso,East,Store C,584,131,95,338
2/13/2024,Latte,West,Store D,516,0,141,171
2/13/2024,Espresso,South,Store D,568,140,55,249
2/13/2024,Mocha,North,Store C,359,199,77,331
2/13/2024,Cappuccino,South,Store A,499,102,151,251
2/14/2024,Latte,East,Store D,411,121,205,105
2/14/2024,Mocha,West,Store B,544,114,201,300
2/14/2024,Cappuccino,South,Store C,438,103,141,294
2/14/2024,Latte,West,Store A,422,133,159,132
2/14/2024,Cappuccino,North,Store A,309,35,162,307
2/14/2024,Cappuccino,East,Store A,369,136,136,183
2/14/2024,Mocha,North,Store D,558,184,148,181
2/14/2024,Cappuccino,East,Store A,440,100,88,286
2/14/2024,Cappuccino,East,Store D,496,103,175,226
2/14/2024,Latte,South,Store C,586,100,199,291
2/14/2024,Latte,East,Store D,496,66,86,163
2/14/2024,Espresso,East,Store A,354,148,241,332
2/14/2024,Mocha,East,Store C,511,112,155,389
2/14/2024,Latte,North,Store A,577,71,98,373
2/14/2024,Espresso,South,Store C,429,47,196,159
2/14/2024,Cappuccino,North,Store B,400,106,110,155
2/14/2024,Cappuccino,South,Store B,471,160,169,330
2/14/2024,Mocha,East,Store B,489,57,197,314
2/14/2024,Latte,West,Store B,427,70,93,308
2/14/2024,Cappuccino,West,Store D,466,67,107,115
2/14/2024,Cappuccino,North,Store C,348,137,238,289
2/14/2024,Latte,West,Store A,473,45,244,393
2/14/2024,Cappuccino,West,Store C,535,156,153,341
2/14/2024,Espresso,West,Store C,432,129,152,260
2/15/2024,Cappuccino,North,Store A,366,98,120,243
2/15/2024,Latte,East,Store A,362,151,124,364
2/15/2024,Latte,East,Store A,544,135,93,318
2/15/2024,Cappuccino,South,Store B,524,65,226,346
2/15/2024,Mocha,South,Store C,586,52,61,280
2/15/2024,Cappuccino,South,Store B,309,126,190,100
2/15/2024,Latte,North,Store D,427,196,116,287
2/15/2024,Cappuccino,West,Store A,336,38,187,199
2/15/2024,Mocha,South,Store C,562,159,171,258
2/15/2024,Latte,West,Store A,562,11,212,300
2/15/2024,Espresso,West,Store C,581,120,134,212
2/15/2024,Espresso,East,Store B,362,17,192,348
2/15/2024,Latte,South,Store C,577,11,91,188
2/15/2024,Latte,North,Store C,471,138,230,151
2/15/2024,Cappuccino,East,Store A,489,39,64,182
2/15/2024,Mocha,East,Store D,359,118,127,219
2/15/2024,Cappuccino,East,Store A,575,147,96,124
2/15/2024,Espresso,South,Store B,376,39,175,172
2/15/2024,Latte,South,Store A,303,13,69,248
2/15/2024,Latte,South,Store C,403,199,72,263
2/15/2024,Mocha,North,Store D,351,152,82,246
2/15/2024,Espresso,South,Store C,303,193,171,136
2/15/2024,Mocha,North,Store D,397,188,183,224
2/15/2024,Latte,West,Store D,305,109,249,268
2/16/2024,Latte,South,Store B,554,168,103,148
2/16/2024,Cappuccino,West,Store A,339,152,106,316
2/16/2024,Cappuccino,South,Store C,481,174,107,265
2/16/2024,Mocha,West,Store A,450,153,97,391
2/16/2024,Espresso,East,Store C,380,129,243,246
2/16/2024,Cappuccino,West,Store C,346,14,244,340
2/16/2024,Cappuccino,South,Store A,312,47,140,169
2/16/2024,Latte,North,Store D,439,35,229,110
2/16/2024,Cappuccino,North,Store B,523,96,125,100
2/16/2024,Cappuccino,East,Store B,376,111,50,362
2/16/2024,Latte,West,Store C,488,17,50,127
2/16/2024,Mocha,West,Store B,562,172,109,277
2/16/2024,Mocha,South,Store B,351,103,111,148
2/16/2024,Cappuccino,North,Store D,382,95,146,272
2/16/2024,Cappuccino,West,Store B,584,43,85,265
2/16/2024,Cappuccino,North,Store A,496,102,96,261
2/16/2024,Espresso,South,Store B,592,114,74,362
2/16/2024,Cappuccino,North,Store D,539,199,94,301
2/16/2024,Espresso,South,Store D,438,20,117,343
2/16/2024,Mocha,West,Store A,302,53,216,150
2/16/2024,Espresso,West,Store A,328,158,169,259
2/16/2024,Latte,East,Store A,449,107,211,169
2/16/2024,Mocha,East,Store C,403,171,198,318
2/16/2024,Latte,East,Store D,384,110,110,254
2/17/2024,Latte,North,Store D,599,45,50,129
2/17/2024,Mocha,West,Store B,561,179,194,172
2/17/2024,Latte,West,Store D,526,127,172,252
2/17/2024,Espresso,South,Store C,375,146,168,246
2/17/2024,Cappuccino,West,Store D,351,16,163,131
2/17/2024,Cappuccino,West,Store B,352,120,65,127
2/17/2024,Espresso,West,Store A,491,129,169,200
2/17/2024,Latte,North,Store C,514,143,106,212
2/17/2024,Mocha,North,Store C,548,187,93,184
2/17/2024,Latte,West,Store A,447,0,129,216
2/17/2024,Mocha,East,Store D,427,24,214,238
2/17/2024,Latte,East,Store C,440,26,88,155
2/17/2024,Latte,North,Store B,361,185,178,252
2/17/2024,Mocha,East,Store D,413,126,90,171
2/17/2024,Espresso,East,Store A,375,109,117,375
2/17/2024,Latte,South,Store C,384,48,71,325
2/17/2024,Mocha,East,Store D,557,7,157,233
2/17/2024,Espresso,South,Store D,358,131,169,370
2/17/2024,Mocha,South,Store C,491,188,76,348
2/17/2024,Latte,South,Store A,576,70,139,170
2/17/2024,Cappuccino,West,Store B,595,96,219,123
2/17/2024,Cappuccino,West,Store D,339,64,71,106
2/17/2024,Espresso,South,Store A,522,159,140,326
2/17/2024,Mocha,West,Store D,312,41,187,229
2/18/2024,Espresso,West,Store B,333,157,132,104
2/18/2024,Espresso,West,Store A,337,126,52,102
2/18/2024,Espresso,South,Store D,320,75,223,382
2/18/2024,Espresso,East,Store B,567,78,183,153
2/18/2024,Mocha,West,Store C,357,92,213,312
2/18/2024,Espresso,West,Store A,592,19,206,164
2/18/2024,Espresso,West,Store D,426,182,204,193
2/18/2024,Espresso,East,Store B,401,76,169,157
2/18/2024,Mocha,South,Store D,412,0,50,115
2/18/2024,Latte,South,Store C,567,18,90,182
2/18/2024,Latte,East,Store C,336,182,186,313
2/18/2024,Cappuccino,North,Store A,394,118,233,361
2/18/2024,Latte,West,Store B,429,171,241,173
2/18/2024,Latte,North,Store C,576,192,76,327
2/18/2024,Cappuccino,West,Store C,303,111,236,390
2/18/2024,Mocha,South,Store C,587,116,175,399
2/18/2024,Cappuccino,East,Store A,411,185,86,369
2/18/2024,Espresso,East,Store A,519,50,84,143
2/18/2024,Mocha,South,Store D,469,75,163,284
2/18/2024,Cappuccino,North,Store C,478,20,195,257
2/18/2024,Cappuccino,East,Store B,563,46,120,287
2/18/2024,Latte,South,Store C,595,45,194,300
2/18/2024,Latte,East,Store A,333,160,181,315
2/18/2024,Mocha,West,Store C,580,21,184,157
2/19/2024,Mocha,West,Store A,335,174,187,165
2/19/2024,Mocha,North,Store B,444,120,159,130
2/19/2024,Mocha,South,Store D,376,54,123,364
2/19/2024,Espresso,West,Store A,337,166,151,345
2/19/2024,Cappuccino,South,Store B,413,195,224,231
2/19/2024,Espresso,South,Store C,527,107,163,104
2/19/2024,Cappuccino,West,Store B,321,196,188,125
2/19/2024,Cappuccino,West,Store A,312,115,120,293
2/19/2024,Cappuccino,East,Store D,590,78,160,399
2/19/2024,Mocha,North,Store C,576,12,61,252
2/19/2024,Latte,East,Store C,483,48,185,192
2/19/2024,Latte,South,Store A,541,151,183,329
2/19/2024,Cappuccino,North,Store C,375,140,237,282
2/19/2024,Cappuccino,North,Store C,570,86,248,110
2/19/2024,Espresso,East,Store A,558,122,186,153
2/19/2024,Espresso,North,Store A,589,82,104,180
2/19/2024,Espresso,South,Store C,356,95,204,362
2/19/2024,Cappuccino,East,Store A,564,8,55,374
2/19/2024,Mocha,East,Store D,333,31,236,246
2/19/2024,Mocha,South,Store D,443,1,86,215
2/19/2024,Cappuccino,East,Store C,336,75,88,341
2/19/2024,Cappuccino,West,Store C,464,125,97,146
2/19/2024,Espresso,South,Store A,525,139,212,168
2/19/2024,Cappuccino,North,Store C,407,181,140,263
2/20/2024,Cappuccino,West,Store C,482,34,112,283
2/20/2024,Cappuccino,South,Store A,307,193,159,199
2/20/2024,Cappuccino,East,Store B,413,190,166,383
2/20/2024,Latte,North,Store D,521,32,54,182
2/20/2024,Cappuccino,North,Store A,493,64,117,310
2/20/2024,Latte,East,Store A,592,175,188,383
2/20/2024,Mocha,East,Store A,479,42,105,238
2/20/2024,Espresso,East,Store D,358,27,179,139
2/20/2024,Mocha,East,Store A,436,64,68,305
2/20/2024,Espresso,West,Store D,542,55,64,219
2/20/2024,Mocha,West,Store C,499,69,241,205
2/20/2024,Espresso,North,Store C,406,90,103,340
2/20/2024,Latte,North,Store C,470,52,174,231
2/20/2024,Mocha,South,Store A,463,199,114,226
2/20/2024,Latte,North,Store D,496,151,82,391
2/20/2024,Cappuccino,West,Store A,463,6,241,275
2/20/2024,Cappuccino,West,Store A,529,33,217,119
2/20/2024,Mocha,North,Store A,366,173,178,365
2/20/2024,Mocha,East,Store B,416,29,88,212
2/20/2024,Espresso,North,Store A,521,86,110,386
2/20/2024,Espresso,North,Store A,484,151,126,323
2/20/2024,Cappuccino,East,Store D,533,148,50,181
2/20/2024,Latte,East,Store D,438,125,123,175
2/20/2024,Mocha,West,Store D,371,138,136,176
2/21/2024,Mocha,South,Store D,376,36,221,230
2/21/2024,Cappuccino,East,Store D,334,166,230,165
2/21/2024,Espresso,South,Store C,592,117,117,243
2/21/2024,Espresso,North,Store C,506,42,59,243
2/21/2024,Mocha,West,Store B,503,154,245,342
2/21/2024,Cappuccino,East,Store A,326,168,127,255
2/21/2024,Espresso,West,Store C,411,172,124,171
2/21/2024,Latte,West,Store B,523,199,145,389
2/21/2024,Cappuccino,West,Store D,494,82,100,281
2/21/2024,Cappuccino,West,Store A,578,54,122,106
2/21/2024,Espresso,South,Store C,389,6,73,182
2/21/2024,Espresso,West,Store C,445,3,174,363
2/21/2024,Cappuccino,East,Store B,532,104,70,160
2/21/2024,Cappuccino,East,Store B,408,137,98,164
2/21/2024,Cappuccino,North,Store C,334,95,141,247
2/21/2024,Cappuccino,North,Store A,518,172,242,383
2/21/2024,Latte,West,Store A,491,70,148,222
2/21/2024,Mocha,South,Store A,419,72,244,351
2/21/2024,Latte,West,Store B,442,148,122,193
2/21/2024,Latte,South,Store D,511,156,247,268
2/21/2024,Espresso,North,Store D,386,47,246,236
2/21/2024,Mocha,North,Store D,481,170,209,302
2/21/2024,Cappuccino,South,Store D,540,154,129,298
2/21/2024,Mocha,East,Store A,461,41,174,244
2/22/2024,Latte,North,Store B,585,14,221,293
2/22/2024,Latte,West,Store B,462,25,241,377
2/22/2024,Espresso,East,Store C,323,5,116,360
2/22/2024,Latte,East,Store B,387,4,115,108
2/22/2024,Mocha,East,Store C,412,197,71,222
2/22/2024,Mocha,South,Store D,470,143,229,128
2/22/2024,Espresso,West,Store A,315,2,51,252
2/22/2024,Mocha,North,Store C,565,95,107,146
2/22/2024,Cappuccino,North,Store D,480,35,138,202
2/22/2024,Mocha,South,Store C,410,124,231,236
2/22/2024,Cappuccino,South,Store B,553,6,165,167
2/22/2024,Latte,East,Store D,432,199,201,266
2/22/2024,Latte,South,Store B,482,165,116,395
2/22/2024,Latte,North,Store A,314,122,59,144
2/22/2024,Mocha,South,Store B,450,196,236,351
2/22/2024,Mocha,South,Store B,553,88,198,343
2/22/2024,Cappuccino,West,Store B,354,150,77,140
2/22/2024,Espresso,North,Store A,313,67,126,274
2/22/2024,Mocha,North,Store A,398,19,80,261
2/22/2024,Latte,South,Store D,435,175,166,206
2/22/2024,Espresso,South,Store A,545,87,65,196
2/22/2024,Mocha,East,Store B,358,36,95,282
2/22/2024,Cappuccino,North,Store B,481,81,203,202
2/22/2024,Cappuccino,East,Store A,405,10,218,316
2/23/2024,Espresso,West,Store C,477,95,190,346
2/23/2024,Latte,East,Store A,381,79,68,376
2/23/2024,Espresso,North,Store B,418,22,198,370
2/23/2024,Espresso,West,Store B,594,87,50,289
2/23/2024,Mocha,East,Store B,567,144,92,169
2/23/2024,Mocha,East,Store C,409,90,213,283
2/23/2024,Latte,West,Store B,439,61,76,200
2/23/2024,Mocha,West,Store C,495,76,196,187
2/23/2024,Cappuccino,East,Store C,304,38,81,337
2/23/2024,Espresso,North,Store D,446,82,248,291
2/23/2024,Espresso,West,Store D,394,42,150,320
2/23/2024,Espresso,West,Store A,584,76,184,211
2/23/2024,Mocha,East,Store D,505,12,124,179
2/23/2024,Mocha,South,Store D,346,54,132,174
2/23/2024,Mocha,North,Store A,553,80,74,340
2/23/2024,Mocha,East,Store C,443,43,139,282
2/23/2024,Cappuccino,North,Store D,568,23,71,323
2/23/2024,Cappuccino,North,Store D,351,64,125,399
2/23/2024,Latte,South,Store B,360,178,91,296
2/23/2024,Espresso,South,Store D,344,119,170,325
2/23/2024,Latte,West,Store D,567,152,80,167
2/23/2024,Cappuccino,North,Store C,321,174,191,378
2/23/2024,Mocha,South,Store A,338,74,74,158
2/23/2024,Cappuccino,West,Store A,562,69,152,136
2/24/2024,Cappuccino,South,Store B,341,140,169,146
2/24/2024,Cappuccino,North,Store C,547,123,52,199
2/24/2024,Mocha,West,Store C,397,150,180,390
2/24/2024,Mocha,North,Store C,580,71,140,153
2/24/2024,Latte,East,Store A,440,113,243,139
2/24/2024,Cappuccino,North,Store C,501,110,73,220
2/24/2024,Latte,West,Store C,334,117,113,162
2/24/2024,Mocha,North,Store B,567,172,87,345
2/24/2024,Latte,South,Store A,308,146,230,307
2/24/2024,Mocha,North,Store C,486,122,202,300
2/24/2024,Espresso,South,Store A,546,0,200,370
2/24/2024,Latte,South,Store B,360,86,79,287
2/24/2024,Cappuccino,West,Store C,483,144,68,306
2/24/2024,Cappuccino,North,Store D,454,82,66,206
2/24/2024,Espresso,North,Store C,428,35,128,242
2/24/2024,Mocha,East,Store C,456,1,69,381
2/24/2024,Mocha,North,Store B,410,50,86,198
2/24/2024,Espresso,South,Store D,447,132,206,174
2/24/2024,Mocha,South,Store D,382,105,119,391
2/24/2024,Latte,North,Store C,462,168,86,133
2/24/2024,Cappuccino,West,Store C,360,192,71,187
2/24/2024,Cappuccino,South,Store C,405,15,199,336
2/24/2024,Mocha,East,Store D,568,66,91,272
2/24/2024,Latte,South,Store B,485,25,184,123
2/25/2024,Mocha,North,Store B,577,167,208,126
2/25/2024,Mocha,South,Store D,487,107,91,326
2/25/2024,Mocha,South,Store A,583,123,101,399
2/25/2024,Latte,North,Store A,436,141,125,258
2/25/2024,Latte,South,Store A,432,162,150,236
2/25/2024,Cappuccino,South,Store B,577,104,124,372
2/25/2024,Latte,North,Store B,547,109,125,215
2/25/2024,Latte,East,Store B,583,128,104,220
2/25/2024,Latte,South,Store B,326,183,219,359
2/25/2024,Espresso,North,Store B,422,88,194,375
2/25/2024,Espresso,South,Store D,587,39,112,373
2/25/2024,Mocha,East,Store A,426,70,189,306
2/25/2024,Latte,West,Store C,438,63,199,149
2/25/2024,Cappuccino,East,Store D,456,100,237,399
2/25/2024,Latte,East,Store A,350,112,104,196
2/25/2024,Espresso,West,Store B,544,25,198,138
2/25/2024,Mocha,West,Store B,326,8,128,251
2/25/2024,Latte,South,Store A,575,170,212,346
2/25/2024,Espresso,West,Store D,453,111,197,323
2/25/2024,Latte,South,Store A,415,27,76,276
2/25/2024,Espresso,East,Store B,575,79,194,189
2/25/2024,Latte,East,Store C,544,111,162,311
2/25/2024,Espresso,North,Store A,547,78,215,167
2/25/2024,Espresso,East,Store D,414,141,136,256
2/26/2024,Mocha,North,Store C,450,148,117,397
2/26/2024,Espresso,West,Store A,493,58,64,210
2/26/2024,Latte,North,Store A,505,26,96,214
2/26/2024,Latte,South,Store A,323,136,143,117
2/26/2024,Latte,West,Store C,383,45,238,328
2/26/2024,Cappuccino,West,Store A,469,110,100,199
2/26/2024,Espresso,South,Store C,318,175,100,397
2/26/2024,Espresso,South,Store D,527,160,146,113
2/26/2024,Latte,South,Store A,362,18,204,112
2/26/2024,Latte,West,Store C,541,90,213,281
2/26/2024,Mocha,South,Store D,521,124,228,319
2/26/2024,Latte,North,Store A,513,154,101,287
2/26/2024,Cappuccino,East,Store C,494,171,164,113
2/26/2024,Espresso,South,Store D,468,151,178,198
2/26/2024,Mocha,North,Store D,303,4,249,142
2/26/2024,Espresso,East,Store D,331,97,161,167
2/26/2024,Mocha,South,Store C,318,31,188,217
2/26/2024,Espresso,North,Store B,329,67,103,147
2/26/2024,Latte,East,Store C,529,44,208,290
2/26/2024,Mocha,East,Store B,552,92,122,129
2/26/2024,Latte,West,Store D,517,138,175,346
2/26/2024,Mocha,South,Store B,429,145,74,397
2/26/2024,Mocha,South,Store D,309,48,195,138
2/26/2024,Mocha,North,Store C,339,29,181,376
2/27/2024,Latte,East,Store B,425,76,139,283
2/27/2024,Latte,West,Store A,318,177,70,204
2/27/2024,Latte,South,Store D,380,176,96,224
2/27/2024,Latte,East,Store C,315,117,178,385
2/27/2024,Espresso,West,Store C,311,140,120,358
2/27/2024,Cappuccino,East,Store A,588,110,174,389
2/27/2024,Mocha,South,Store D,452,193,71,225
2/27/2024,Latte,North,Store B,417,27,186,134
2/27/2024,Mocha,North,Store C,567,17,178,105
2/27/2024,Latte,North,Store C,547,174,79,321
2/27/2024,Espresso,South,Store B,306,69,64,220
2/27/2024,Espresso,North,Store A,306,135,207,280
2/27/2024,Mocha,South,Store B,581,196,105,254
2/27/2024,Cappuccino,South,Store C,447,115,118,275
2/27/2024,Cappuccino,West,Store B,395,103,245,325
2/27/2024,Mocha,East,Store C,476,11,238,287
2/27/2024,Cappuccino,North,Store A,323,120,118,372
2/27/2024,Mocha,South,Store B,467,150,63,214
2/27/2024,Cappuccino,West,Store B,576,9,68,118
2/27/2024,Latte,South,Store C,332,55,218,196
2/27/2024,Espresso,West,Store C,379,108,146,158
2/27/2024,Latte,East,Store B,464,110,195,205
2/27/2024,Cappuccino,South,Store B,429,198,104,357
2/27/2024,Espresso,South,Store A,352,62,177,368
2/28/2024,Espresso,North,Store A,540,169,106,272
2/28/2024,Latte,East,Store D,408,30,135,323
2/28/2024,Espresso,West,Store D,417,23,177,359
2/28/2024,Latte,East,Store B,528,78,217,187
2/28/2024,Latte,North,Store D,335,164,164,311
2/28/2024,Cappuccino,South,Store D,598,147,51,281
2/28/2024,Latte,East,Store A,331,95,142,294
2/28/2024,Latte,East,Store C,485,92,95,372
2/28/2024,Mocha,West,Store B,470,161,195,117
2/28/2024,Cappuccino,North,Store D,457,71,220,303
2/28/2024,Mocha,West,Store D,590,59,80,250
2/28/2024,Latte,North,Store C,347,61,84,395
2/28/2024,Espresso,West,Store D,461,71,109,359
2/28/2024,Mocha,West,Store C,411,196,130,324
2/28/2024,Espresso,South,Store B,519,17,179,106
2/28/2024,Latte,East,Store B,598,32,119,380
2/28/2024,Latte,North,Store A,302,55,200,223
2/28/2024,Espresso,South,Store A,542,98,108,309
2/28/2024,Latte,North,Store B,517,30,56,161
2/28/2024,Latte,South,Store B,309,189,135,166
2/28/2024,Cappuccino,East,Store C,518,156,212,249
2/28/2024,Latte,North,Store C,506,14,230,108
2/28/2024,Mocha,North,Store A,442,4,108,379
2/28/2024,Espresso,North,Store D,412,56,66,202
2/29/2024,Espresso,East,Store A,494,169,139,203
2/29/2024,Mocha,North,Store A,489,91,186,234
2/29/2024,Latte,West,Store A,402,149,170,118
2/29/2024,Cappuccino,North,Store D,377,33,115,185
2/29/2024,Cappuccino,South,Store B,549,18,146,338
2/29/2024,Latte,West,Store A,349,146,54,359
2/29/2024,Espresso,East,Store C,344,41,155,324
2/29/2024,Cappuccino,North,Store C,473,185,134,346
2/29/2024,Espresso,East,Store D,585,152,155,121
2/29/2024,Espresso,North,Store D,595,62,76,255
2/29/2024,Mocha,North,Store C,453,19,198,331
2/29/2024,Latte,South,Store B,505,103,84,216
2/29/2024,Latte,South,Store D,451,13,211,351
2/29/2024,Latte,North,Store B,572,106,207,119
2/29/2024,Espresso,North,Store C,337,39,203,277
2/29/2024,Mocha,West,Store A,300,65,73,331
2/29/2024,Cappuccino,West,Store A,354,193,149,121
2/29/2024,Espresso,West,Store D,384,154,144,181
2/29/2024,Espresso,West,Store D,538,30,208,231
2/29/2024,Espresso,West,Store B,495,148,64,262
2/29/2024,Latte,North,Store A,397,20,230,352
2/29/2024,Mocha,West,Store B,567,25,118,316
2/29/2024,Latte,East,Store D,328,33,207,214
2/29/2024,Latte,South,Store A,309,63,128,275
3/1/2024,Espresso,West,Store D,359,101,80,319
3/1/2024,Latte,East,Store C,423,199,172,144
3/1/2024,Latte,North,Store B,489,12,192,162
3/1/2024,Mocha,North,Store A,324,44,248,167
3/1/2024,Cappuccino,West,Store B,487,29,160,128
3/1/2024,Espresso,West,Store D,594,174,139,190
3/1/2024,Mocha,West,Store C,318,96,168,306
3/1/2024,Mocha,South,Store C,493,88,129,110
3/1/2024,Mocha,East,Store B,552,154,157,343
3/1/2024,Mocha,East,Store B,507,34,181,162
3/1/2024,Espresso,South,Store B,439,103,223,126
3/1/2024,Cappuccino,West,Store B,375,45,207,335
3/1/2024,Mocha,West,Store A,546,144,77,194
3/1/2024,Cappuccino,West,Store A,375,196,131,252
3/1/2024,Latte,East,Store A,527,156,231,185
3/1/2024,Espresso,West,Store B,358,169,110,106
3/1/2024,Espresso,East,Store B,529,69,87,337
3/1/2024,Latte,East,Store C,317,165,236,246
3/1/2024,Cappuccino,West,Store B,369,119,194,104
3/1/2024,Cappuccino,South,Store B,374,198,120,271
3/1/2024,Espresso,East,Store B,305,72,226,115
3/1/2024,Cappuccino,North,Store A,327,77,164,142
3/1/2024,Espresso,South,Store B,568,31,122,266
3/1/2024,Latte,West,Store A,524,92,166,265
3/2/2024,Mocha,West,Store D,587,153,133,221
3/2/2024,Mocha,East,Store A,561,112,72,146
3/2/2024,Mocha,East,Store D,342,173,195,293
3/2/2024,Cappuccino,North,Store D,528,22,92,367
3/2/2024,Espresso,South,Store C,537,165,137,231
3/2/2024,Espresso,West,Store D,388,64,70,341
3/2/2024,Espresso,South,Store D,409,90,94,390
3/2/2024,Espresso,North,Store B,414,154,247,168
3/2/2024,Latte,South,Store D,556,110,112,265
3/2/2024,Latte,West,Store D,459,197,107,107
3/2/2024,Espresso,West,Store C,571,29,99,234
3/2/2024,Mocha,North,Store B,575,93,127,293
3/2/2024,Cappuccino,South,Store A,321,127,229,105
3/2/2024,Cappuccino,East,Store C,357,145,246,331
3/2/2024,Mocha,East,Store D,451,103,166,328
3/2/2024,Espresso,South,Store C,406,152,218,289
3/2/2024,Mocha,East,Store C,449,85,152,200
3/2/2024,Cappuccino,West,Store D,469,169,238,123
3/2/2024,Mocha,East,Store B,537,35,88,298
3/2/2024,Espresso,East,Store B,564,54,184,160
3/2/2024,Latte,North,Store B,478,62,208,241
3/2/2024,Espresso,North,Store D,568,114,248,151
3/2/2024,Latte,South,Store B,494,105,231,157
3/2/2024,Latte,West,Store D,302,125,214,218
3/3/2024,Espresso,East,Store D,327,101,193,181
3/3/2024,Espresso,South,Store A,374,38,220,390
3/3/2024,Cappuccino,North,Store C,307,145,227,214
3/3/2024,Mocha,South,Store D,564,72,208,317
3/3/2024,Latte,West,Store D,458,174,88,193
3/3/2024,Mocha,West,Store D,586,27,69,215
3/3/2024,Cappuccino,West,Store B,460,19,189,391
3/3/2024,Latte,East,Store A,563,141,142,217
3/3/2024,Espresso,South,Store D,592,35,195,136
3/3/2024,Espresso,North,Store A,330,99,180,149
3/3/2024,Espresso,West,Store A,474,20,216,256
3/3/2024,Mocha,West,Store B,518,123,194,111
3/3/2024,Latte,East,Store B,594,24,55,150
3/3/2024,Cappuccino,North,Store A,412,67,164,321
3/3/2024,Latte,East,Store B,447,112,132,189
3/3/2024,Espresso,North,Store C,555,3,214,218
3/3/2024,Latte,East,Store D,579,98,171,381
3/3/2024,Espresso,South,Store D,318,68,163,150
3/3/2024,Cappuccino,West,Store D,505,23,91,148
3/3/2024,Cappuccino,East,Store B,422,136,101,115
3/3/2024,Espresso,West,Store C,483,16,114,388
3/3/2024,Espresso,South,Store D,418,189,158,302
3/3/2024,Cappuccino,North,Store B,460,146,134,173
3/3/2024,Espresso,South,Store B,475,100,158,225
3/4/2024,Latte,East,Store B,506,194,122,108
3/4/2024,Latte,West,Store B,309,14,83,180
3/4/2024,Mocha,North,Store C,360,179,63,290
3/4/2024,Espresso,North,Store A,450,100,244,295
3/4/2024,Mocha,South,Store D,563,110,218,171
3/4/2024,Espresso,South,Store A,409,133,56,334
3/4/2024,Cappuccino,West,Store B,436,118,63,263
3/4/2024,Cappuccino,West,Store B,400,29,229,139
3/4/2024,Mocha,West,Store C,314,96,175,123
3/4/2024,Espresso,West,Store B,543,164,57,347
3/4/2024,Cappuccino,South,Store A,352,47,186,189
3/4/2024,Latte,East,Store D,349,6,151,292
3/4/2024,Cappuccino,East,Store C,308,137,171,322
3/4/2024,Cappuccino,East,Store B,500,128,169,387
3/4/2024,Latte,North,Store A,542,83,158,132
3/4/2024,Espresso,East,Store D,485,61,87,122
3/4/2024,Mocha,West,Store B,374,19,204,255
3/4/2024,Mocha,West,Store D,562,116,133,300
