Date,Product,Quantity Sold,Sale Price,Region,Store Location,Promotions Applied,Sales Channel,Customer Count,Time of Day
2/17/2024,Cappuccino,6,4.72,West,Store C,No,Delivery,2,Night
2/17/2024,Cappuccino,44,4.32,East,Store B,No,In-store,2,Evening
2/17/2024,Latte,49,5.25,South,Store A,Yes,In-store,4,Night
2/17/2024,Cappuccino,62,3.37,West,Store D,No,In-store,3,Morning
2/17/2024,Cappuccino,6,4.55,South,Store A,No,Delivery,2,Evening
2/17/2024,Latte,81,3.18,West,Store A,No,Delivery,4,Night
2/17/2024,Mocha,89,4.15,North,Store A,No,In-store,1,Evening
2/17/2024,Espresso,56,5.21,South,Store C,No,Delivery,1,Afternoon
2/17/2024,Cappuccino,71,5.44,West,Store B,Yes,Delivery,4,Morning
2/17/2024,Mocha,12,3.65,East,Store C,No,Online,1,Night
2/17/2024,Espresso,93,3.64,West,Store A,No,Delivery,2,Night
2/18/2024,Espresso,40,4.38,South,Store B,No,In-store,1,Night
2/18/2024,Mocha,2,3.6,East,Store D,No,Delivery,2,Afternoon
2/18/2024,Espresso,53,3.44,North,Store C,Yes,Online,2,Night
2/18/2024,Mocha,67,4.89,West,Store A,Yes,Delivery,4,Afternoon
2/18/2024,Cappuccino,27,4.2,North,Store A,No,Delivery,1,Night
2/18/2024,Cappuccino,14,3.84,South,Store A,Yes,Online,2,Morning
2/18/2024,Cappuccino,52,4.6,West,Store A,No,In-store,4,Afternoon
2/18/2024,Latte,17,4.65,West,Store B,No,In-store,1,Night
2/18/2024,Espresso,98,4.02,South,Store D,No,Online,1,Night
2/18/2024,Cappuccino,79,4.44,West,Store C,Yes,In-store,1,Night
2/18/2024,Mocha,5,3.19,West,Store D,No,In-store,4,Evening
2/18/2024,Latte,26,5.11,North,Store B,No,In-store,3,Morning
2/18/2024,Cappuccino,46,4.49,East,Store C,No,In-store,4,Afternoon
2/18/2024,Cappuccino,8,3.87,East,Store C,Yes,Delivery,1,Night
2/18/2024,Mocha,24,4.79,North,Store C,No,Online,3,Morning
2/18/2024,Latte,55,3.64,West,Store B,Yes,Online,4,Afternoon
2/18/2024,Cappuccino,61,4.7,East,Store C,Yes,Delivery,1,Night
2/18/2024,Latte,70,4.14,South,Store B,No,Online,4,Morning
2/18/2024,Mocha,38,4.01,North,Store A,No,Online,1,Night
2/18/2024,Espresso,73,4.74,West,Store A,Yes,In-store,1,Morning
2/18/2024,Mocha,93,4.67,West,Store C,Yes,In-store,3,Morning
2/18/2024,Espresso,14,4.33,North,Store D,Yes,In-store,4,Morning
2/18/2024,Latte,36,3.03,South,Store B,No,Online,4,Night
2/18/2024,Mocha,64,4.37,East,Store D,Yes,Online,3,Evening
2/19/2024,Mocha,5,3.96,East,Store B,Yes,Online,2,Morning
2/19/2024,Mocha,1,4.24,South,Store D,No,In-store,1,Night
2/19/2024,Latte,39,4.9,East,Store C,Yes,In-store,3,Evening
2/19/2024,Latte,36,4.36,West,Store D,Yes,In-store,3,Morning
2/19/2024,Cappuccino,67,3.53,East,Store B,No,Online,1,Afternoon
2/19/2024,Latte,57,4.69,North,Store B,Yes,In-store,1,Morning
2/19/2024,Cappuccino,48,3.0,South,Store B,No,Delivery,1,Afternoon
2/19/2024,Cappuccino,28,4.75,West,Store D,No,Online,2,Morning
2/19/2024,Espresso,100,5.31,South,Store D,Yes,Online,3,Morning
2/19/2024,Mocha,72,3.19,South,Store D,No,Online,4,Afternoon
2/19/2024,Cappuccino,67,4.19,West,Store C,Yes,Online,1,Night
2/19/2024,Mocha,92,3.84,West,Store A,No,Online,3,Morning
2/19/2024,Espresso,74,4.0,West,Store C,No,Delivery,4,Evening
2/19/2024,Latte,96,3.28,North,Store C,No,Online,4,Night
2/19/2024,Cappuccino,38,3.76,East,Store D,No,Delivery,2,Evening
2/19/2024,Latte,15,4.83,South,Store B,No,In-store,2,Night
2/19/2024,Mocha,94,4.49,South,Store A,Yes,In-store,4,Evening
2/19/2024,Latte,69,4.55,North,Store C,No,In-store,4,Afternoon
2/19/2024,Latte,90,5.14,West,Store D,Yes,Online,2,Morning
2/19/2024,Latte,52,4.9,South,Store A,No,In-store,4,Afternoon
2/19/2024,Mocha,5,4.82,West,Store B,Yes,Delivery,2,Evening
2/19/2024,Latte,50,4.7,South,Store A,Yes,In-store,3,Afternoon
2/19/2024,Cappuccino,97,5.08,South,Store D,Yes,Online,3,Afternoon
2/19/2024,Latte,29,4.98,South,Store B,Yes,Online,4,Morning
2/20/2024,Espresso,88,5.16,East,Store A,No,Online,2,Morning
2/20/2024,Mocha,67,5.4,West,Store C,Yes,Delivery,3,Evening
2/20/2024,Mocha,3,3.74,West,Store D,No,In-store,3,Evening
2/20/2024,Cappuccino,85,4.13,East,Store C,No,In-store,4,Evening
2/20/2024,Espresso,41,4.41,South,Store D,Yes,Online,1,Night
2/20/2024,Espresso,42,3.06,West,Store A,No,In-store,2,Evening
2/20/2024,Cappuccino,97,5.13,North,Store B,No,Online,4,Morning
2/20/2024,Cappuccino,22,4.99,East,Store D,Yes,In-store,4,Evening
2/20/2024,Espresso,15,3.48,East,Store D,Yes,Delivery,1,Night
2/20/2024,Latte,22,3.94,East,Store B,Yes,Delivery,2,Evening
2/20/2024,Mocha,37,4.81,East,Store D,Yes,In-store,3,Morning
2/20/2024,Latte,27,3.72,North,Store B,No,Delivery,3,Afternoon
2/20/2024,Mocha,82,3.23,South,Store D,Yes,Online,2,Afternoon
2/20/2024,Cappuccino,12,4.46,East,Store A,No,Delivery,1,Morning
2/20/2024,Espresso,68,4.02,South,Store C,No,In-store,4,Afternoon
2/20/2024,Cappuccino,3,4.19,North,Store C,No,Delivery,2,Morning
2/20/2024,Espresso,38,3.03,West,Store D,No,Delivery,4,Night
2/20/2024,Latte,21,4.9,West,Store A,Yes,Online,4,Evening
2/20/2024,Cappuccino,81,3.34,South,Store D,Yes,Delivery,1,Afternoon
2/20/2024,Cappuccino,93,4.22,North,Store A,No,Online,3,Evening
2/20/2024,Mocha,18,3.24,South,Store C,Yes,Delivery,1,Night
2/20/2024,Mocha,70,4.52,West,Store A,Yes,Online,2,Evening
2/20/2024,Espresso,13,3.66,East,Store B,Yes,In-store,4,Afternoon
2/20/2024,Latte,6,5.23,West,Store D,No,In-store,3,Afternoon
2/21/2024,Espresso,69,3.34,North,Store A,No,Online,2,Night
2/21/2024,Espresso,9,3.18,West,Store D,No,Delivery,2,Morning
2/21/2024,Espresso,97,5.48,South,Store C,Yes,In-store,2,Afternoon
2/21/2024,Mocha,91,4.72,North,Store A,Yes,Online,2,Evening
2/21/2024,Cappuccino,37,3.34,North,Store C,Yes,In-store,3,Evening
2/21/2024,Cappuccino,8,4.79,North,Store B,No,In-store,4,Morning
2/21/2024,Cappuccino,22,3.02,South,Store A,No,Delivery,1,Afternoon
2/21/2024,Espresso,59,5.05,South,Store D,Yes,In-store,1,Night
2/21/2024,Mocha,32,3.41,West,Store D,No,In-store,3,Night
2/21/2024,Cappuccino,26,3.83,North,Store D,No,Online,1,Morning
2/21/2024,Latte,13,3.73,South,Store D,No,Online,4,Afternoon
2/21/2024,Cappuccino,57,4.63,West,Store C,No,In-store,3,Night
2/21/2024,Mocha,49,4.07,North,Store B,Yes,Delivery,1,Night
2/21/2024,Latte,8,4.1,West,Store D,No,Delivery,3,Afternoon
2/21/2024,Cappuccino,83,4.58,North,Store B,Yes,Delivery,4,Night
2/21/2024,Latte,92,4.07,South,Store C,Yes,In-store,3,Afternoon
2/21/2024,Cappuccino,54,4.39,East,Store A,Yes,In-store,3,Afternoon
2/21/2024,Cappuccino,20,4.43,South,Store B,Yes,In-store,1,Morning
2/21/2024,Espresso,32,5.33,North,Store C,No,Online,2,Night
2/21/2024,Cappuccino,45,3.31,North,Store C,No,Online,4,Evening
2/21/2024,Cappuccino,29,3.69,South,Store C,Yes,In-store,3,Morning
2/21/2024,Espresso,15,3.74,West,Store A,Yes,Online,4,Night
2/21/2024,Mocha,63,3.73,West,Store B,Yes,Delivery,2,Morning
2/21/2024,Latte,59,5.5,North,Store D,No,Delivery,2,Morning
2/22/2024,Mocha,28,5.07,North,Store B,No,Delivery,3,Evening
2/22/2024,Espresso,40,4.03,East,Store D,Yes,Delivery,1,Evening
2/22/2024,Espresso,88,4.06,South,Store A,Yes,In-store,3,Afternoon
2/22/2024,Cappuccino,87,3.11,East,Store B,Yes,Delivery,1,Night
2/22/2024,Cappuccino,95,4.79,East,Store D,No,Delivery,1,Night
2/22/2024,Cappuccino,86,4.92,North,Store C,No,Delivery,4,Evening
2/22/2024,Latte,91,5.44,East,Store D,No,Online,3,Evening
2/22/2024,Espresso,47,4.02,East,Store A,No,In-store,1,Night
2/22/2024,Espresso,47,3.57,North,Store C,No,Delivery,2,Evening
2/22/2024,Mocha,64,3.89,West,Store D,Yes,In-store,1,Afternoon
2/22/2024,Latte,29,4.02,North,Store A,No,In-store,3,Morning
2/22/2024,Mocha,73,3.61,North,Store C,Yes,Online,4,Afternoon
2/22/2024,Mocha,34,3.6,North,Store D,Yes,In-store,2,Afternoon
2/22/2024,Mocha,81,5.26,South,Store B,No,Delivery,4,Evening
2/22/2024,Cappuccino,40,3.03,North,Store A,No,In-store,4,Morning
2/22/2024,Mocha,7,5.27,South,Store C,Yes,Online,1,Evening
2/22/2024,Latte,14,5.18,East,Store A,No,Online,1,Night
2/22/2024,Latte,64,4.76,West,Store B,Yes,Online,4,Night
2/22/2024,Cappuccino,68,5.23,North,Store A,No,Online,4,Night
2/22/2024,Latte,21,3.11,South,Store C,Yes,In-store,2,Afternoon
2/22/2024,Espresso,45,4.06,North,Store C,Yes,In-store,3,Night
2/22/2024,Espresso,80,4.31,East,Store C,Yes,In-store,2,Morning
2/22/2024,Espresso,50,4.28,South,Store D,Yes,Delivery,3,Evening
2/22/2024,Mocha,69,3.41,East,Store A,No,Online,1,Evening
2/23/2024,Latte,36,4.08,North,Store D,No,In-store,1,Afternoon
2/23/2024,Espresso,72,4.36,East,Store C,Yes,In-store,3,Morning
2/23/2024,Cappuccino,56,4.2,West,Store A,Yes,Online,1,Evening
2/23/2024,Cappuccino,33,4.48,West,Store B,No,Online,3,Morning
2/23/2024,Mocha,9,4.22,South,Store C,No,Delivery,2,Evening
2/23/2024,Cappuccino,3,3.48,West,Store A,Yes,In-store,2,Night
2/23/2024,Espresso,39,3.76,South,Store D,No,Delivery,2,Afternoon
2/23/2024,Cappuccino,22,3.71,South,Store D,Yes,Online,3,Night
2/23/2024,Mocha,14,3.93,West,Store B,Yes,In-store,3,Night
2/23/2024,Latte,58,4.83,West,Store D,Yes,Online,4,Evening
2/23/2024,Cappuccino,24,3.12,East,Store C,Yes,Delivery,4,Afternoon
2/23/2024,Latte,11,4.06,East,Store B,No,Delivery,1,Morning
2/23/2024,Espresso,16,4.05,West,Store A,Yes,In-store,1,Morning
2/23/2024,Latte,22,4.24,North,Store B,Yes,In-store,4,Evening
2/23/2024,Latte,40,5.0,West,Store D,Yes,Delivery,1,Night
2/23/2024,Mocha,47,3.47,North,Store D,Yes,Online,2,Evening
2/23/2024,Latte,33,4.7,West,Store B,Yes,Delivery,1,Evening
2/23/2024,Mocha,5,3.1,South,Store B,No,Delivery,2,Afternoon
2/23/2024,Espresso,86,3.03,East,Store B,No,Online,3,Evening
2/23/2024,Cappuccino,62,3.86,South,Store A,Yes,In-store,2,Morning
2/23/2024,Espresso,60,4.06,East,Store B,Yes,Delivery,2,Night
2/23/2024,Latte,72,4.39,North,Store A,Yes,Delivery,4,Night
2/23/2024,Cappuccino,98,5.43,South,Store D,No,In-store,4,Afternoon
2/23/2024,Mocha,59,3.57,North,Store C,Yes,Delivery,3,Evening
2/24/2024,Espresso,16,3.91,West,Store A,No,Delivery,3,Morning
2/24/2024,Latte,19,3.08,West,Store A,No,In-store,1,Morning
2/24/2024,Latte,27,3.86,South,Store A,No,Delivery,1,Night
2/24/2024,Cappuccino,96,5.45,East,Store C,No,In-store,3,Night
2/24/2024,Espresso,15,4.33,North,Store B,No,Delivery,2,Night
2/24/2024,Cappuccino,25,4.42,East,Store D,Yes,Online,3,Evening
2/24/2024,Mocha,40,4.26,East,Store D,Yes,Online,1,Night
2/24/2024,Latte,40,4.91,North,Store D,Yes,Online,1,Morning
2/24/2024,Cappuccino,58,4.94,West,Store D,No,In-store,4,Evening
2/24/2024,Mocha,48,4.93,East,Store B,No,Delivery,2,Afternoon
2/24/2024,Latte,61,3.77,West,Store D,No,In-store,2,Night
2/24/2024,Latte,19,3.49,East,Store C,No,Online,3,Evening
2/24/2024,Latte,18,4.42,West,Store D,No,Online,2,Afternoon
2/24/2024,Latte,28,3.7,South,Store D,Yes,Delivery,1,Evening
2/24/2024,Espresso,12,3.79,North,Store A,No,Delivery,1,Evening
2/24/2024,Espresso,3,3.65,East,Store A,No,Online,4,Morning
2/24/2024,Espresso,1,3.29,West,Store C,Yes,Delivery,4,Afternoon
2/24/2024,Espresso,100,4.04,South,Store B,No,Online,4,Afternoon
2/24/2024,Cappuccino,19,4.25,North,Store A,No,Online,2,Evening
2/24/2024,Espresso,50,3.05,East,Store B,Yes,Delivery,2,Afternoon
2/24/2024,Mocha,14,3.1,West,Store C,Yes,Delivery,3,Night
2/24/2024,Espresso,16,3.05,East,Store D,Yes,In-store,3,Evening
2/24/2024,Espresso,24,4.0,East,Store D,Yes,Online,3,Evening
2/24/2024,Latte,63,4.37,East,Store D,No,In-store,4,Night
2/25/2024,Mocha,44,4.79,West,Store C,No,In-store,2,Evening
2/25/2024,Mocha,91,3.43,South,Store D,No,Delivery,3,Morning
2/25/2024,Espresso,93,4.67,West,Store D,No,Delivery,4,Night
2/25/2024,Mocha,13,3.83,North,Store C,Yes,In-store,4,Evening
2/25/2024,Mocha,52,4.49,South,Store B,No,In-store,3,Morning
2/25/2024,Latte,75,3.27,North,Store B,Yes,In-store,3,Morning
2/25/2024,Espresso,34,4.75,South,Store D,Yes,Delivery,2,Night
2/25/2024,Cappuccino,28,3.38,North,Store C,No,Online,2,Evening
2/25/2024,Latte,86,3.58,East,Store D,No,Delivery,1,Night
2/25/2024,Mocha,57,4.77,South,Store A,Yes,Online,1,Morning
2/25/2024,Latte,83,4.69,East,Store C,No,Online,2,Night
2/25/2024,Espresso,62,5.04,East,Store C,Yes,In-store,4,Morning
2/25/2024,Espresso,76,3.43,South,Store B,Yes,In-store,4,Night
2/25/2024,Mocha,9,4.62,North,Store A,Yes,In-store,4,Evening
2/25/2024,Latte,44,3.55,North,Store D,No,Online,1,Evening
2/25/2024,Mocha,80,3.1,East,Store D,No,In-store,1,Afternoon
2/25/2024,Latte,52,3.38,South,Store D,Yes,Delivery,2,Afternoon
2/25/2024,Espresso,44,4.24,East,Store D,Yes,In-store,1,Afternoon
2/25/2024,Espresso,14,3.28,West,Store C,Yes,In-store,2,Afternoon
2/25/2024,Espresso,15,4.36,East,Store B,Yes,Online,4,Night
2/25/2024,Latte,74,3.82,West,Store D,Yes,Delivery,3,Morning
2/25/2024,Mocha,100,3.8,East,Store C,Yes,In-store,2,Evening
2/25/2024,Espresso,55,5.12,East,Store C,Yes,Online,2,Night
2/25/2024,Latte,40,3.3,West,Store D,Yes,Online,3,Morning
2/26/2024,Latte,60,4.31,East,Store A,No,In-store,4,Morning
2/26/2024,Cappuccino,5,3.4,West,Store C,Yes,In-store,3,Afternoon
2/26/2024,Cappuccino,27,3.66,North,Store A,Yes,Delivery,3,Morning
2/26/2024,Mocha,41,5.15,North,Store B,Yes,Delivery,2,Afternoon
2/26/2024,Latte,54,4.33,South,Store A,No,Online,3,Evening
2/26/2024,Mocha,22,3.32,South,Store A,No,In-store,2,Evening
2/26/2024,Espresso,64,3.43,North,Store D,Yes,Delivery,1,Night
2/26/2024,Espresso,31,5.47,East,Store D,No,Delivery,1,Evening
2/26/2024,Espresso,40,3.63,East,Store A,No,Online,1,Evening
2/26/2024,Espresso,89,3.19,East,Store A,Yes,In-store,4,Morning
2/26/2024,Cappuccino,85,3.29,North,Store B,Yes,Delivery,4,Night
2/26/2024,Mocha,53,3.75,South,Store C,No,In-store,4,Morning
2/26/2024,Mocha,47,5.31,South,Store C,Yes,Delivery,1,Evening
2/26/2024,Espresso,55,3.31,East,Store A,No,Delivery,4,Night
2/26/2024,Mocha,35,4.8,East,Store C,Yes,In-store,3,Afternoon
2/26/2024,Latte,71,3.9,East,Store C,No,Delivery,4,Night
2/26/2024,Cappuccino,69,4.27,West,Store B,Yes,In-store,4,Night
2/26/2024,Latte,75,5.18,East,Store A,Yes,Delivery,2,Evening
2/26/2024,Cappuccino,31,3.24,East,Store D,No,Online,1,Morning
2/26/2024,Mocha,28,4.66,West,Store C,No,Online,1,Morning
2/26/2024,Espresso,4,3.37,South,Store B,No,Online,4,Night
2/26/2024,Mocha,20,4.75,South,Store C,Yes,Online,3,Afternoon
2/26/2024,Espresso,3,3.79,West,Store A,Yes,In-store,3,Night
2/26/2024,Latte,25,3.35,East,Store B,Yes,Online,2,Evening
2/27/2024,Cappuccino,84,3.72,North,Store B,No,Online,4,Morning
2/27/2024,Mocha,38,3.54,South,Store A,No,Delivery,2,Night
2/27/2024,Latte,80,4.2,West,Store A,Yes,Delivery,3,Morning
2/27/2024,Mocha,29,3.08,South,Store B,No,Delivery,3,Morning
2/27/2024,Cappuccino,68,3.51,South,Store A,Yes,Delivery,3,Evening
2/27/2024,Espresso,60,5.46,South,Store B,Yes,In-store,2,Evening
2/27/2024,Cappuccino,65,4.94,South,Store B,No,Online,4,Morning
2/27/2024,Latte,65,4.88,North,Store B,Yes,Online,4,Morning
2/27/2024,Latte,14,3.51,North,Store A,No,Online,1,Afternoon
2/27/2024,Espresso,84,5.45,West,Store D,No,Delivery,4,Night
2/27/2024,Espresso,58,4.74,North,Store C,No,Online,3,Night
2/27/2024,Latte,26,3.12,West,Store B,Yes,Online,4,Night
2/27/2024,Espresso,86,4.31,North,Store A,No,Online,2,Morning
2/27/2024,Espresso,69,4.97,West,Store C,Yes,Delivery,4,Night
2/27/2024,Mocha,91,4.38,North,Store B,Yes,Delivery,2,Afternoon
2/27/2024,Espresso,47,4.65,North,Store B,No,In-store,2,Night
2/27/2024,Espresso,45,5.2,West,Store B,Yes,Delivery,2,Morning
2/27/2024,Espresso,51,3.99,East,Store B,Yes,Online,1,Morning
2/27/2024,Latte,48,4.36,West,Store D,Yes,In-store,3,Evening
2/27/2024,Espresso,66,4.68,North,Store A,No,Delivery,1,Afternoon
2/27/2024,Mocha,38,5.27,East,Store B,Yes,In-store,4,Evening
2/27/2024,Cappuccino,34,5.23,West,Store D,Yes,Online,4,Morning
2/27/2024,Cappuccino,58,4.33,East,Store C,Yes,In-store,2,Afternoon
2/27/2024,Mocha,29,3.05,West,Store C,Yes,In-store,2,Morning
2/28/2024,Cappuccino,9,3.57,West,Store A,Yes,Delivery,4,Night
2/28/2024,Espresso,31,5.29,South,Store A,Yes,In-store,1,Night
2/28/2024,Cappuccino,94,3.45,North,Store C,No,Delivery,4,Night
2/28/2024,Mocha,7,3.17,East,Store C,Yes,Online,2,Night
2/28/2024,Latte,61,5.35,West,Store B,No,Delivery,3,Morning
2/28/2024,Cappuccino,43,4.84,South,Store C,Yes,In-store,2,Morning
2/28/2024,Espresso,52,3.96,West,Store A,No,Online,4,Afternoon
2/28/2024,Latte,43,3.56,West,Store D,Yes,Online,4,Morning
2/28/2024,Espresso,79,5.35,West,Store A,Yes,Delivery,1,Morning
2/28/2024,Mocha,25,4.79,East,Store B,Yes,In-store,1,Afternoon
2/28/2024,Latte,89,3.89,North,Store B,No,Online,2,Evening
2/28/2024,Cappuccino,51,3.41,South,Store B,Yes,Delivery,3,Night
2/28/2024,Mocha,21,4.8,South,Store C,Yes,In-store,4,Night
2/28/2024,Mocha,70,3.4,North,Store C,No,In-store,4,Afternoon
2/28/2024,Latte,72,4.03,East,Store A,Yes,In-store,2,Night
2/28/2024,Mocha,4,4.32,South,Store B,No,In-store,4,Morning
2/28/2024,Cappuccino,79,3.54,North,Store A,No,Online,1,Afternoon
2/28/2024,Latte,11,5.47,West,Store C,Yes,In-store,2,Night
2/28/2024,Espresso,86,5.04,North,Store D,Yes,Online,2,Morning
2/28/2024,Mocha,70,4.89,West,Store B,No,In-store,3,Night
2/28/2024,Mocha,31,3.71,West,Store C,No,Delivery,2,Evening
2/28/2024,Espresso,2,3.05,West,Store B,Yes,Online,2,Night
2/28/2024,Latte,90,4.24,East,Store A,No,Delivery,3,Evening
2/28/2024,Cappuccino,56,3.16,South,Store B,Yes,In-store,3,Afternoon
2/29/2024,Espresso,70,5.29,North,Store C,No,In-store,1,Evening
2/29/2024,Espresso,95,3.08,North,Store B,No,Delivery,4,Evening
2/29/2024,Latte,28,4.39,West,Store D,No,Online,2,Night
2/29/2024,Latte,81,3.64,West,Store B,Yes,Delivery,1,Morning
2/29/2024,Mocha,13,5.07,East,Store A,No,In-store,2,Night
2/29/2024,Latte,38,3.25,West,Store B,No,Online,3,Afternoon
2/29/2024,Cappuccino,62,5.21,North,Store B,Yes,Online,3,Evening
2/29/2024,Espresso,10,3.32,North,Store A,Yes,Online,4,Evening
2/29/2024,Cappuccino,71,4.82,South,Store D,Yes,Online,1,Morning
2/29/2024,Latte,10,4.26,East,Store A,No,Online,2,Night
2/29/2024,Mocha,57,3.46,East,Store A,No,In-store,3,Afternoon
2/29/2024,Mocha,55,4.19,West,Store D,Yes,Online,2,Morning
2/29/2024,Cappuccino,77,3.48,West,Store D,Yes,Delivery,3,Morning
2/29/2024,Espresso,31,4.29,North,Store D,Yes,Delivery,3,Night
2/29/2024,Mocha,81,3.14,East,Store C,No,Online,2,Morning
2/29/2024,Latte,40,5.19,East,Store B,Yes,Delivery,3,Afternoon
2/29/2024,Latte,32,3.77,West,Store B,No,In-store,3,Afternoon
2/29/2024,Cappuccino,95,3.07,East,Store C,Yes,Delivery,3,Morning
2/29/2024,Latte,92,4.75,South,Store C,Yes,Online,1,Night
2/29/2024,Latte,95,3.1,North,Store A,Yes,Online,4,Afternoon
2/29/2024,Cappuccino,14,3.96,East,Store C,Yes,Delivery,2,Night
2/29/2024,Espresso,81,4.84,South,Store A,No,Delivery,3,Night
2/29/2024,Mocha,74,4.39,North,Store B,Yes,In-store,1,Evening
2/29/2024,Cappuccino,85,3.19,East,Store D,Yes,In-store,1,Morning
3/1/2024,Espresso,88,3.1,West,Store A,Yes,Online,1,Afternoon
3/1/2024,Espresso,55,4.37,West,Store A,No,In-store,4,Morning
3/1/2024,Latte,15,4.38,North,Store C,Yes,In-store,4,Night
3/1/2024,Cappuccino,30,5.32,East,Store B,Yes,Online,4,Morning
3/1/2024,Mocha,47,4.52,East,Store B,Yes,In-store,2,Morning
3/1/2024,Latte,65,5.11,South,Store A,No,Delivery,2,Morning
3/1/2024,Cappuccino,84,5.35,East,Store B,Yes,Delivery,4,Afternoon
3/1/2024,Cappuccino,19,5.39,North,Store D,No,Delivery,4,Night
3/1/2024,Espresso,97,3.09,East,Store C,Yes,Delivery,1,Afternoon
3/1/2024,Mocha,68,5.47,West,Store B,No,Delivery,3,Night
3/1/2024,Cappuccino,56,3.27,West,Store A,No,Online,1,Morning
3/1/2024,Mocha,86,5.11,West,Store C,No,In-store,3,Morning
3/1/2024,Cappuccino,28,4.41,North,Store D,Yes,Online,2,Night
3/1/2024,Espresso,38,4.74,East,Store D,No,Online,2,Night
3/1/2024,Espresso,18,4.18,North,Store A,No,In-store,2,Afternoon
3/1/2024,Cappuccino,27,4.44,South,Store D,No,Delivery,4,Night
3/1/2024,Espresso,81,4.09,West,Store D,No,In-store,2,Evening
3/1/2024,Cappuccino,37,4.78,West,Store C,Yes,In-store,1,Evening
3/1/2024,Mocha,63,3.43,North,Store A,No,In-store,2,Morning
3/1/2024,Cappuccino,91,4.29,South,Store A,No,Online,4,Night
3/1/2024,Mocha,9,3.37,West,Store C,Yes,Online,1,Evening
3/1/2024,Mocha,10,4.59,East,Store A,No,Online,4,Evening
3/1/2024,Cappuccino,64,3.23,West,Store C,No,Online,3,Night
3/1/2024,Espresso,93,4.78,North,Store B,No,In-store,1,Morning
3/2/2024,Latte,96,5.16,South,Store A,No,In-store,1,Night
3/2/2024,Mocha,7,3.52,West,Store C,Yes,In-store,3,Evening
3/2/2024,Espresso,80,3.8,North,Store D,Yes,Online,3,Evening
3/2/2024,Latte,66,4.87,East,Store B,Yes,Online,3,Night
3/2/2024,Cappuccino,6,3.52,North,Store C,Yes,Online,3,Afternoon
3/2/2024,Mocha,2,3.53,West,Store A,Yes,In-store,1,Morning
3/2/2024,Espresso,38,5.17,South,Store A,Yes,Delivery,2,Afternoon
3/2/2024,Espresso,51,3.88,South,Store A,No,Online,2,Evening
3/2/2024,Cappuccino,88,5.18,South,Store A,No,In-store,3,Afternoon
3/2/2024,Espresso,29,5.1,South,Store A,No,Delivery,3,Evening
3/2/2024,Espresso,19,4.66,North,Store D,No,Online,4,Morning
3/2/2024,Cappuccino,73,4.95,West,Store D,Yes,Online,1,Evening
3/2/2024,Cappuccino,16,5.22,North,Store B,No,Delivery,4,Morning
3/2/2024,Cappuccino,69,4.21,South,Store D,No,Online,2,Evening
3/2/2024,Mocha,74,4.51,South,Store C,No,Online,4,Afternoon
3/2/2024,Espresso,55,3.84,South,Store D,Yes,In-store,1,Morning
3/2/2024,Mocha,13,4.41,West,Store B,No,Online,4,Evening
3/2/2024,Mocha,88,3.91,South,Store D,Yes,In-store,4,Night
3/2/2024,Latte,96,3.61,South,Store A,Yes,Delivery,2,Afternoon
3/2/2024,Cappuccino,72,4.77,North,Store D,Yes,In-store,3,Morning
3/2/2024,Espresso,80,5.31,South,Store B,Yes,Online,4,Evening
3/2/2024,Espresso,77,5.32,West,Store A,Yes,In-store,3,Afternoon
3/2/2024,Latte,36,5.43,West,Store B,No,In-store,2,Evening
3/2/2024,Latte,1,4.73,West,Store A,Yes,In-store,4,Afternoon
3/3/2024,Latte,90,3.5,South,Store C,No,Delivery,1,Morning
3/3/2024,Latte,59,3.69,South,Store A,Yes,Delivery,1,Evening
3/3/2024,Mocha,49,3.69,North,Store C,No,Delivery,1,Evening
3/3/2024,Espresso,66,5.18,South,Store B,No,In-store,1,Afternoon
3/3/2024,Espresso,70,4.37,East,Store A,No,Delivery,1,Night
3/3/2024,Espresso,18,5.23,South,Store B,No,Online,3,Evening
3/3/2024,Espresso,37,4.39,North,Store D,No,Online,3,Evening
3/3/2024,Espresso,34,3.42,West,Store B,No,Online,1,Night
3/3/2024,Mocha,97,5.34,East,Store C,No,In-store,3,Evening
3/3/2024,Espresso,94,4.77,West,Store A,No,Delivery,1,Night
3/3/2024,Mocha,4,3.52,East,Store C,No,Online,4,Night
3/3/2024,Mocha,100,4.58,East,Store C,Yes,Online,1,Afternoon
3/3/2024,Espresso,1,5.4,South,Store D,No,Delivery,4,Afternoon
3/3/2024,Latte,77,4.41,South,Store A,Yes,Delivery,2,Morning
3/3/2024,Latte,84,3.3,West,Store D,No,In-store,4,Afternoon
3/3/2024,Cappuccino,43,3.74,North,Store B,No,Delivery,4,Morning
3/3/2024,Espresso,19,4.29,South,Store C,Yes,In-store,3,Afternoon
3/3/2024,Mocha,60,5.23,East,Store C,No,In-store,4,Evening
3/3/2024,Cappuccino,45,3.3,West,Store B,Yes,In-store,3,Morning
3/3/2024,Latte,27,5.07,South,Store C,No,Delivery,1,Evening
3/3/2024,Espresso,2,4.18,North,Store B,No,In-store,1,Afternoon
3/3/2024,Mocha,99,3.64,South,Store A,No,Online,1,Morning
3/3/2024,Espresso,33,4.14,South,Store B,No,In-store,1,Night
3/3/2024,Espresso,56,4.41,West,Store A,No,Delivery,3,Evening
3/4/2024,Latte,58,5.27,North,Store C,No,In-store,2,Night
3/4/2024,Espresso,69,3.2,South,Store A,Yes,Delivery,3,Evening
